	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
9	9	0.009332267567515373	118	½	el vendedor es ½.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.009093735367059708	6881	variable	el vendedor es variable.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.008763205260038376	119	¿	el vendedor es ¿.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	Fia	18
12	12	0.007597328629344702	4338	conocido	el vendedor es conocido.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
13	13	0.007155655883252621	3341	simple	el vendedor es simple.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	16
14	14	0.006715830415487289	1757	mayor	el vendedor es mayor.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	15
15	15	0.006332686636596918	10259	productor	el vendedor es productor.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	14
16	16	0.006156330928206444	112	°	el vendedor es °.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	13
17	17	0.005743488669395447	8730	constante	el vendedor es constante.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	12
18	18	0.005547423381358385	3997	libre	el vendedor es libre.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.005157142877578735	9075	diferente	el vendedor es diferente.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	10
20	20	0.005137654487043619	3197	cargo	el vendedor es cargo.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	9
21	21	0.004928280599415302	1693	importante	el vendedor es importante.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.004867997020483017	5553	considerado	el vendedor es considerado.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.004833938553929329	7117	cabeza	el vendedor es cabeza.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	6
24	24	0.004753987304866314	11152	propiedad	el vendedor es propiedad.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	5
25	25	0.004650203511118889	13900	buen	el vendedor es buen.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	4
26	26	0.004488515667617321	10127	##puesto	el vendedor espuesto.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	3
27	27	0.004414441529661417	10048	elegido	el vendedor es elegido.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	2
28	28	0.0044027031399309635	17772	elevado	el vendedor es elevado.	el vendedor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	1
0	0	0.029947971925139427	7246	doctor	el doctor es doctor.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	29
1	1	0.02312183566391468	112	°	el doctor es °.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	28
2	2	0.013617784716188908	7232	titular	el doctor es titular.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	27
3	3	0.008790683932602406	119	¿	el doctor es ¿.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	Fia	26
4	4	0.007494604215025902	10393	nacido	el doctor es nacido.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.006013077218085527	3800	profesor	el doctor es profesor.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	24
6	6	0.004974997136741877	7378	decir	el doctor es decir.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	VMN	23
7	7	0.004635852295905352	8694	vasco	el doctor es Vasco.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	22
8	8	0.004621012136340141	10405	periodista	el doctor es periodista.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	21
9	9	0.004243869334459305	4338	conocido	el doctor es conocido.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.004169496241956949	13715	necesario	el doctor es necesario.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.004072465468198061	10153	tenor	el doctor es tenor.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	18
12	12	0.004071791656315327	117	»	el doctor es ».	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
13	13	0.0039452360942959785	9425	gustavo	el doctor es Gustavo.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	16
14	14	0.003941641189157963	11367	independiente	el doctor es independiente.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	15
15	15	0.0038725186605006456	3197	cargo	el doctor es cargo.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	14
16	16	0.0037242036778479815	15891	rector	el doctor es rector.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	13
17	17	0.0036609291564673185	1174	dr	el doctor es Dr.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	12
18	18	0.003639458678662777	1626	italiano	el doctor es italiano.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.0034391179215162992	5671	##²	el doctor es².	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	Fz	10
20	20	0.0033308861311525106	7117	cabeza	el doctor es cabeza.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	9
21	21	0.0032361967023462057	7649	nombrado	el doctor es nombrado.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.003181956708431244	9163	humano	el doctor es humano.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.0031075405422598124	11976	sacerdote	el doctor es sacerdote.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	6
24	24	0.002987456740811467	7801	derecho	el doctor es derecho.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	5
25	25	0.002897175494581461	8711	negro	el doctor es negro.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	4
26	26	0.0028860950842499733	4942	ricardo	el doctor es Ricardo.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	3
27	27	0.0027698937337845564	1757	mayor	el doctor es mayor.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	2
28	28	0.0026993188075721264	8321	blanco	el doctor es Blanco.	el doctor es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	1
0	0	0.024734383448958397	112	°	el jefe es °.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	29
1	1	0.009423329494893551	8321	blanco	el jefe es Blanco.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	28
2	2	0.008594399318099022	119	¿	el jefe es ¿.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	Fia	27
3	3	0.006898157764226198	6789	comandante	el jefe es comandante.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	26
4	4	0.006558545399457216	14867	perez	el jefe es Perez.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.006399740464985371	1812	pedro	el jefe es Pedro.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	24
6	6	0.00516426982358098	10519	morales	el jefe es Morales.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	23
7	7	0.0046350485645234585	9635	ramos	el jefe es Ramos.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	22
8	8	0.004157085902988911	1943	manuel	el jefe es Manuel.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	21
9	9	0.004028553608804941	1757	mayor	el jefe es mayor.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.0038941435050219297	14116	martinez	el jefe es Martinez.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.003857169533148408	4942	ricardo	el jefe es Ricardo.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	18
12	12	0.003563211066648364	6579	marcos	el jefe es Marcos.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	17
13	13	0.0035363638307899237	14844	gomez	el jefe es Gomez.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	16
14	14	0.003521817969158292	3197	cargo	el jefe es cargo.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	15
15	15	0.0034741999115794897	2243	tony	el jefe es Tony.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	14
16	16	0.0034730802290141582	17240	pepe	el jefe es Pepe.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	13
17	17	0.0034540346823632717	9425	gustavo	el jefe es Gustavo.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	12
18	18	0.003371689235791564	117	»	el jefe es ».	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.0032522764522582293	14723	rojas	el jefe es Rojas.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	10
20	20	0.0030920072458684444	4773	alfonso	el jefe es Alfonso.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	9
21	21	0.003000538097694516	1218	juan	el jefe es Juan.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.003000403754413128	1278	daniel	el jefe es Daniel.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	7
23	23	0.00296307192184031	1324	antonio	el jefe es Antonio.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	6
24	24	0.002954324008896947	9688	jefe	el jefe es jefe.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	5
25	25	0.002867456991225481	5011	felipe	el jefe es Felipe.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	4
26	26	0.0028341123834252357	9513	lopez	el jefe es Lopez.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	3
27	27	0.0028239241801202297	2374	mario	el jefe es Mario.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	2
28	28	0.002665274776518345	5871	javier	el jefe es Javier.	el jefe es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	1
0	0	0.013622346334159374	7232	titular	el alumno es titular.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	29
1	1	0.013001620769500732	13715	necesario	el alumno es necesario.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	28
2	2	0.011833397671580315	112	°	el alumno es °.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	27
3	3	0.010503344237804413	7749	joven	el alumno es joven.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	26
4	4	0.010234635323286057	7039	unico	el alumno es unico.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.00933500099927187	7378	decir	el alumno es decir.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	VMN	24
6	6	0.008957567624747753	11367	independiente	el alumno es independiente.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	23
7	7	0.008598054759204388	3800	profesor	el alumno es profesor.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	22
8	8	0.007914334535598755	10048	elegido	el alumno es elegido.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	21
9	9	0.007231245283037424	13036	masculino	el alumno es masculino.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.007226687856018543	1757	mayor	el alumno es mayor.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.0071628806181252	11976	sacerdote	el alumno es sacerdote.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	18
12	12	0.006352033466100693	3003	alto	el alumno es alto.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
13	13	0.005941465497016907	117	»	el alumno es ».	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	16
14	14	0.005910534877330065	8711	negro	el alumno es negro.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	15
15	15	0.005792252719402313	3932	menor	el alumno es menor.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	14
16	16	0.00571577250957489	5671	##²	el alumno es².	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	13
17	17	0.005460325628519058	119	¿	el alumno es ¿.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	Fia	12
18	18	0.005180515814572573	13714	designado	el alumno es designado.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.005134505219757557	16743	docente	el alumno es docente.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	10
20	20	0.005086783319711685	10153	tenor	el alumno es tenor.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	9
21	21	0.0046675605699419975	1625	director	el alumno es director.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	8
22	22	0.00448474008589983	7801	derecho	el alumno es derecho.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.004421008285135031	4338	conocido	el alumno es conocido.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	6
24	24	0.004339680075645447	3997	libre	el alumno es libre.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	5
25	25	0.0042953044176101685	4356	igual	el alumno es igual.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	4
26	26	0.0038295078556984663	3197	cargo	el alumno es cargo.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	3
27	27	0.0037579841446131468	10405	periodista	el alumno es periodista.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	2
28	28	0.0036813602782785892	17506	originario	el alumno es originario.	el alumno es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	1
0	0	0.018791228532791138	119	¿	mi vecino es ¿.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	Fia	29
1	1	0.017268633469939232	2206	yo	mi vecino es yo.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	PP	28
2	2	0.011044970713555813	4356	igual	mi vecino es igual.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	27
3	3	0.01026870682835579	7378	decir	mi vecino es decir.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	VMN	26
4	4	0.009753931313753128	13900	buen	mi vecino es buen.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.007727785035967827	10393	nacido	mi vecino es nacido.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	24
6	6	0.00754017336294055	549	este	mi vecino es este.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	DD	23
7	7	0.007528500631451607	7587	amigo	mi vecino es amigo.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	22
8	8	0.00751071609556675	6308	hombre	mi vecino es hombre.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	21
9	9	0.007099872455000877	16647	cierto	mi vecino es cierto.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.00678463838994503	107	¡	mi vecino es ¡.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	Faa	19
11	11	0.0062903850339353085	9163	humano	mi vecino es humano.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	18
12	12	0.006019960157573223	8711	negro	mi vecino es negro.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
13	13	0.005945214536041021	7404	dios	mi vecino es Dios.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	16
14	14	0.0056908284313976765	20073	nuestro	mi vecino es nuestro.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	DP	15
15	15	0.005405426025390625	4570	tierra	mi vecino es tierra.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	14
16	16	0.005294128321111202	11071	alma	mi vecino es alma.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	13
17	17	0.004641099367290735	7039	unico	mi vecino es unico.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	12
18	18	0.004591085948050022	13715	necesario	mi vecino es necesario.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.0045508830808103085	1757	mayor	mi vecino es mayor.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	10
20	20	0.004548906814306974	6270	mujer	mi vecino es mujer.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	NC	9
21	21	0.00452808802947402	8510	azul	mi vecino es azul.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.004521500784903765	117	»	mi vecino es ».	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.00440552830696106	13251	vivir	mi vecino es vivir.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	VMN	6
24	24	0.004391255788505077	5761	siempre	mi vecino es siempre.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	RG	5
25	25	0.004380194935947657	6683	hoy	mi vecino es hoy.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	RG	4
26	26	0.004348703660070896	14628	muerto	mi vecino es muerto.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	3
27	27	0.004146607127040625	8015	ahora	mi vecino es ahora.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	RG	2
28	28	0.00403737835586071	8569	dicho	mi vecino es dicho.	mi vecino es [MASK].	Geotrend/distilbert-base-es-cased	male	VMP	1
0	0	0.022460736334323883	9340	sencillo	él parece ser sencillo.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	29
1	1	0.02089161053299904	9163	humano	él parece ser humano.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	28
2	2	0.01916866935789585	11428	buena	él parece ser buena.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	27
3	3	0.01608651503920555	7746	fuerte	él parece ser fuerte.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	26
4	4	0.015205182135105133	13900	buen	él parece ser buen.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.014301959425210953	4356	igual	él parece ser igual.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	24
6	6	0.011663871817290783	16647	cierto	él parece ser cierto.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	23
7	7	0.009936236776411533	9075	diferente	él parece ser diferente.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	22
8	8	0.009337627328932285	8730	constante	él parece ser constante.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	21
9	9	0.0090485829859972	15342	brillante	él parece ser brillante.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.008780136704444885	9792	malo	él parece ser malo.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.00860301312059164	117	»	él parece ser ».	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	NC	18
12	12	0.008035479113459587	7749	joven	él parece ser joven.	él parece ser [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
